667.3,0,1,1
669.2,0,1,1
671.1,0,1,1
673,0,1,1
675,0.00378941025289222,1,1
676.9,0.00958545497161805,1,1
678.8,0.0141559246052841,1,1
680.8,0.0174992079037844,1,1
682.7,0.023104813456461,1,1
684.6,0.0277619015434589,1,1
686.5,0.0336642831763248,1,1
688.5,0.0407585800533894,1,1
690.4,0.0481891157154646,1,1
692.3,0.0546292103841562,1,1
694.3,0.0619424195368345,1,1
696.2,0.0717408672767723,1,1
698.1,0.0831822046177185,1,1
700,0.0965966116259387,1,1
702,0.112930156437721,1,1
703.9,0.132902221731264,1,1
705.8,0.156136875462973,1,1
707.8,0.185469461235377,1,1
709.7,0.216955766803976,1,1
711.6,0.274951696634626,1,1
713.5,0.399945736657423,1,1
715.5,0.542584849827346,1,1
717.4,0.621559716121514,1,1
719.3,0.595969250088963,1,1
721.3,0.469339430119779,1,1
723.2,0.317753035355815,1,1
725.1,0.251907793659858,1,1
727,0.292389768669159,1,1
729,0.350181393554424,1,1
730.9,0.330374085027076,1,1
732.8,0.23958633846299,1,1
734.8,0.120141624210443,1,1
736.7,0.0212378260437613,1,1
738.6,0,1,1
740.5,0,1,1
742.5,0,1,1
744.4,0,1,1
746.3,0,1,1
748.3,0,1,1
750.2,0,1,1
752.1,0,1,1
754,0,1,1
756,0,1,1
757.9,0,1,1
759.8,0,1,1
761.8,0,1,1
763.7,0,1,1
765.6,0,1,1
767.5,0,1,1
769.5,0,1,1
771.4,0.0025377313308477,1,1
773.3,0.00330372933642402,1,1
775.3,0.00319830107247258,1,1
777.2,0.00374381914980702,1,1
779.1,0.00351000796048142,1,1
781,0.00343974814890805,1,1
783,0.00382125858253381,1,1
784.9,0.00531285680669437,1,1
786.8,0.00969396616246489,1,1
788.8,0.0118379005249217,1,1
790.7,0.0124292341220551,1,1
792.6,0.0138128327218827,1,1
794.5,0.0154347698494223,1,1
796.5,0.0169332317810097,1,1
798.4,0.0178127895355545,1,1
800.3,0.0196598958648841,1,1
802.3,0.0218802198173264,1,1
804.2,0.0235523599077352,1,1
806.1,0.0244392755496162,1,1
808,0.024918501026211,1,1
810,0.0248082258740592,1,1
811.9,0.0243825419796175,1,1
813.8,0.0245582961979172,1,1
815.8,0.024752369899037,1,1
817.7,0.0247242081028011,1,1
819.6,0.024332363486215,1,1
821.5,0.0235624292281134,1,1
823.5,0.0228585618488019,1,1
825.4,0.0213552323438374,1,1
827.3,0.0196828954401886,1,1
829.3,0.0182869064744746,1,1
831.2,0.0169208829096019,1,1
833.1,0.0156868813629538,1,1
835,0.0147335535661147,1,1
837,0.0144667910578364,1,1
838.9,0.0150375084400721,1,1
840.8,0.0154263346678528,1,1
842.8,0.0151027084683451,1,1
844.7,0.01458500483715,1,1
846.6,0.0123680892399576,1,1
848.5,0.0117517565427296,1,1
850.5,0.0116365631350364,1,1
852.4,0.0118755183962852,1,1
854.3,0.0118852433571989,1,1
856.3,0.0115484459994463,1,1
858.2,0.0113328188357241,1,1
860.1,0.0109350863362293,1,1
862,0.0102041706817736,1,1
864,0.00993761071513126,1,1
865.9,0.0106217224601531,1,1
867.8,0.0148873757950957,1,1
869.8,0.0164611313339762,1,1
871.7,0.0181923119971032,1,1
873.6,0.0190916800501523,1,1
875.5,0.018790076196834,1,1
877.5,0.0176691436443202,1,1
879.4,0.0160106662115856,1,1
881.3,0.014512963295009,1,1
883.3,0.0121799472267016,1,1
885.2,0.00843939657510918,1,1
887.1,0.00687575299567575,1,1
889,0.0062594806357702,1,1
891,0.00620952817242398,1,1
892.9,0.0062319991481952,1,1
894.8,0.00684815136805718,1,1
896.8,0.00635190212130698,1,1
898.7,0.00593305532494242,1,1
900.6,0.00644938276303703,1,1
902.5,0.0102492359596394,1,1
904.5,0.0122048069525946,1,1
906.4,0.0143653513122623,1,1
908.3,0.0143475243804936,1,1
910.3,0.0127702397039553,1,1
912.2,0.00663037312475379,1,1
914.1,0.00350404550787748,1,1
916,0,1,1
918,0,1,1
919.9,0,1,1
921.8,0,1,1
923.8,0,1,1
925.7,0,1,1
927.6,0,1,1
929.5,0,1,1
931.5,0,1,1
933.4,0,1,1
935.3,0,1,1
937.3,0,1,1
939.2,0,1,1
941.1,0,1,1
943,0,1,1
945,0,1,1
946.9,0,1,1
948.8,0,1,1
950.7,0,1,1
952.7,0,1,1
954.6,0,1,1
956.5,0,1,1
958.5,0,1,1
960.4,0,1,1
962.3,0,1,1
964.2,0,1,1
966.2,0,1,1
968.1,0,1,1
970,0,1,1
972,0,1,1
973.9,0,1,1
975.8,0,1,1
977.7,0,1,1
979.7,0,1,1
981.6,0,1,1
983.5,0,1,1
985.5,0,1,1
987.4,0,1,1
989.3,0,1,1
991.2,0,1,1
993.2,0,1,1
995.1,0,1,1
997,0,1,1
999,0,1,1
1000.9,0,1,1
1002.8,0.00283034044247423,1,1
1004.7,0.00312969953522154,1,1
1006.7,0.00424725846435527,1,1
1008.6,0.00852862395351217,1,1
1010.5,0.0125385137969924,1,1
1012.5,0.0182091372055242,1,1
1014.4,0.0257346627241487,1,1
1016.3,0.0290252367241628,1,1
1018.2,0.0305419587484196,1,1
1020.2,0.0293875048297762,1,1
1022.1,0.0275927684081332,1,1
1024,0.0244497395457037,1,1
1026,0.0218317426328604,1,1
1027.9,0.0207103183872543,1,1
1029.8,0.0182356276587802,1,1
1031.7,0.017957962525741,1,1
